time_period,ef_lndu_conv_croplands_to_croplands_gg_co2_ha,ef_lndu_conv_croplands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_croplands_to_forests_primary_gg_co2_ha,ef_lndu_conv_croplands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_croplands_to_grasslands_gg_co2_ha,ef_lndu_conv_croplands_to_other_gg_co2_ha,ef_lndu_conv_croplands_to_settlements_gg_co2_ha,ef_lndu_conv_croplands_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_other_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_settlements_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_primary_to_croplands_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_primary_to_other_gg_co2_ha,ef_lndu_conv_forests_primary_to_settlements_gg_co2_ha,ef_lndu_conv_forests_primary_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_croplands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_other_gg_co2_ha,ef_lndu_conv_forests_secondary_to_settlements_gg_co2_ha,ef_lndu_conv_forests_secondary_to_wetlands_gg_co2_ha,ef_lndu_conv_grasslands_to_croplands_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_primary_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_grasslands_to_grasslands_gg_co2_ha,ef_lndu_conv_grasslands_to_other_gg_co2_ha,ef_lndu_conv_grasslands_to_settlements_gg_co2_ha,ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha,ef_lndu_conv_other_to_croplands_gg_co2_ha,ef_lndu_conv_other_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_other_to_forests_primary_gg_co2_ha,ef_lndu_conv_other_to_forests_secondary_gg_co2_ha,ef_lndu_conv_other_to_grasslands_gg_co2_ha,ef_lndu_conv_other_to_other_gg_co2_ha,ef_lndu_conv_other_to_settlements_gg_co2_ha,ef_lndu_conv_other_to_wetlands_gg_co2_ha,ef_lndu_conv_settlements_to_croplands_gg_co2_ha,ef_lndu_conv_settlements_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_settlements_to_forests_primary_gg_co2_ha,ef_lndu_conv_settlements_to_forests_secondary_gg_co2_ha,ef_lndu_conv_settlements_to_grasslands_gg_co2_ha,ef_lndu_conv_settlements_to_other_gg_co2_ha,ef_lndu_conv_settlements_to_settlements_gg_co2_ha,ef_lndu_conv_settlements_to_wetlands_gg_co2_ha,ef_lndu_conv_wetlands_to_croplands_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_primary_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_wetlands_to_grasslands_gg_co2_ha,ef_lndu_conv_wetlands_to_other_gg_co2_ha,ef_lndu_conv_wetlands_to_settlements_gg_co2_ha,ef_lndu_conv_wetlands_to_wetlands_gg_co2_ha,iso_alpha_3
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUV
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142466,0,0,0,0.13913,0.140277,0.142466,0.142466,0.145571,0,0,0,0.141721,0.142506,0.145571,0.145571,0.142505,0,0,0,0.139169,0.140316,0.142505,0.142505,0.003336,0.0,0.0,0.0,0.0,0.001147,0.003336,0.003336,0.002189,0.0,0.0,0.0,0.0,0.0,0.002189,0.002189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URY
